Ano Término Fiscalização;Mês Término Fiscalização;CNPJ Estabelecimento;Nome Empregador;Logradouro Local Fiscalizado;;;Município Local Fiscalizado;UF Local Fiscalizado;;
2008;2008/09;04.299.435/0001-30;ADILSE STRACK - ME;AV. ATLANTICA, 168;88095-001;JD ATLANTICO;Florianópolis;Santa Catarina;;
2010;2010/10;04.299.435/0001-30;ADILSE STRACK ME;AVE AVENIDA ATLANTICA,168;88095-700;JARDIM ATLANTICO;Florianópolis;Santa Catarina;;
2010;2010/06;07.533.809/0001-28;ADILSON CLAUDIO OBERTHIER ME;RUA OTTILIE TRIBESS,124;89057-630;FORTALEZA;Blumenau;Santa Catarina;;
2011;2011/05;12.034.519/0001-70;ADILSON DOMINGOS CORREA ME;RUA PEDRO BUNN 1387 LOTE 549;SI;Sem Informação;São José;Santa Catarina;;
2009;2009/11;07.884.727/0001-28;ADILSON E ALTEMIR TRANSPORTES LTDAME;RUA FREI SOLANO,1350;89110-000;GASPARINHO;Gaspar;Santa Catarina;;
2010;2010/12;Sem Informação;ADILSON HORST;LOCALIDADE DE FURADINHO;88450-000;INTERIOR;Alfredo Wagner;Santa Catarina;;
2009;2009/07;Sem Informação;ADILSON LICHTENFELS - PRODUTOR RURAL;"RIO BATALHA (S27¿24'26,4""/W49¿33'38,1"")";88400-000;RIO BATALHA;Ituporanga;Santa Catarina;;
2009;2009/12;Sem Informação;ADILSON MARIOTTI;ESTRADA GERAL SOLDADINHO;88450-000;SOLDADINHO;Alfredo Wagner;Santa Catarina;;
2009;2009/11;36.810.03151/84;ADILSON MOGNOL RURAL;BR 282 KM 482;89690-000;Sem Informação;Vargeão;Santa Catarina;;
2008;2008/08;00.107.223/0001-52;ADILSON PEREIRA ME;RUA RUA RORAIMA,575;89228-170;BOA VISTA;Joinville;Santa Catarina;;
2011;2011/11;05.359.945/0004-60;ADILSON RODRIGUES MEDEIROS FILIAL;AV ROLF WIEST,333_ LOJA 144;89223-005;BOM RETIRO;Joinville;Santa Catarina;;
2009;2009/03;04.507.268/0001-75;ADILSON ROZA E CIA LTDA;RUA PORTO SEGURO 586;88521-090;GUARUJA;Lages;Santa Catarina;;
2009;2009/11;Sem Informação;ADILSON SIRTOLI;RUA CEL CÓRDOVA, 1500;88502-001;CENTRO;Lages;Santa Catarina;;
2009;2009/03;05.113.745/0001-80;ADILSON STRACK & CIA LTDA ME;RUA JOMILDA CAMARGO DA CUNHA,193;88102-320;KOBRASSOL;São José;Santa Catarina;;
2010;2010/08;05.113.745/0001-80;ADILSON STRACK & CIA LTDA ME;RUA JOMILDA CAMARGO DA CUNHA,193;88102-320;KOBRASSOL;São José;Santa Catarina;;
2010;2010/07;05.464.385/0001-61;ADILSON VARGAS;RUA LUIZ ELEODORO DA SILVA,3089;89050-500;PONTA AGUDA;Blumenau;Santa Catarina;;
2012;2012/05;04.430.044/0001-02;ADILSON VIEIRA E CIA LTDA ME;RUA BARAO DO RIO BRANCO,164;89820-000;CENTRO;Xanxerê;Santa Catarina;;
2012;2012/04;04.430.044/0001-02;ADILSON VIEIRA E CIA LTDA ME;RUA BARAO DO RIO BRANCO,164;89820-000;CENTRO;Xanxerê;Santa Catarina;;
2012;2012/04;15.332.466/0001-61;ADILSON VIVAN;RUA PINHALZINHO, 611 D FUNDOS;89809-590;EFAPI;Chapecó;Santa Catarina;;
2012;2012/03;Sem Informação;ADILSON VIVAN;RUA PINHALZINHO, 611 E;89809-590;EFAPI;Chapecó;Santa Catarina;;
2008;2008/07;36.520.00629/66;ADILTON RICARDO TRAMONTIN;R VITORIA, 777 (OBRA DA TRAMONTIN MAT CONSTRUçõES);88820-000;CENTRO;Içara;Santa Catarina;;
2009;2009/09;36.520.00629/66;ADILTON RICARDO TRAMONTIN;RUA VITORIA, 777;88820-000;CENTRO;Içara;Santa Catarina;;
2009;2009/03;36.520.00629/66;ADILTON RICARDO TRAMONTIN;RUA VITORIA, 777;88820-000;CENTRO;Içara;Santa Catarina;;
2009;2009/07;33.764.598/0008-10;ADINA IND E COMERCIO DE FECHOS LTDA;RUA JOSE GALL, 1337;88307-102;RESSACADA;Itajaí;Santa Catarina;;
2010;2010/04;33.764.598/0008-10;ADINA IND E COMERCIO DE FECHOS LTDA;RUA JOSE GALL, 1337;88307-102;RESSACADA;Itajaí;Santa Catarina;;
2011;2011/03;Sem Informação;ADIR ANTONIO CANTON;LINHA JOANA, INTERIOR;89735-000;RURAL;Lindóia do Sul;Santa Catarina;;
2009;2009/02;83.397.281/0001-95;ADIR CLARIDO STRINGARI ME;RUA HUMBERTO DE CAMPOS,626;88508-190;SAG. COR. DE JESUS;Lages;Santa Catarina;;
2011;2011/03;83.560.052/0002-20;ADIR DA SILVA LANCHONETE ME;R. DEMOSTENES FEMINELLA, 1005;88200-000;CENTRO;Tijucas;Santa Catarina;;
2011;2011/08;83.560.052/0001-40;ADIR DA SILVA LANCHONETE ME;RODOVIáRIA DE TIJUCAS;88200-000;CENTRO;Tijucas;Santa Catarina;;
2011;2011/08;83.560.052/0002-20;ADIR DA SILVA LANCHONETE ME;RUA DEMOSTHENES FEMINELA 1005;88200-000;CENTRO;Tijucas;Santa Catarina;;
2010;2010/05;02.821.029/0001-60;ADIR PEREIRA ME;RUA HAUPTRASSE,1;89740-000;NOVA ESTRELA;Arabutã;Santa Catarina;;
2009;2009/11;02.510.834/0001-72;ADIRSON ATAIDE DIAS & CIA LTDA. EPP;RUA TREZE DE MAIO,S/N;88802-290;COMERCIARIO;São José;Santa Catarina;;
2011;2011/04;11.377.588/0007-09;ADISER COM. DE ALIMENTOS LTDA;RUA GERONCIO THIVES 1079;88117-292;Sem Informação;São José;Santa Catarina;;
2010;2010/11;11.377.588/0001-13;ADISER COMERCIO DE ALIMENTOS LTDA;AV SANTA CATARINA, 01 SALA COMERCIAL F14;88339-005;DOS ESTADOS;Balneário Camboriú;Santa Catarina;;
2010;2010/02;11.377.588/0001-13;ADISER COMERCIO DE ALIMENTOS LTDA;AV SANTA CATARINA, 01 SALA COMERCIAL F14;88339-005;DOS ESTADOS;Balneário Camboriú;Santa Catarina;;
2011;2011/06;11.377.588/0001-13;ADISER COMERCIO DE ALIMENTOS LTDA;AV SANTA CATARINA, 01 SALA COMERCIAL F14;88339-005;DOS ESTADOS;Balneário Camboriú;Santa Catarina;;
2011;2011/11;11.377.588/0006-28;ADISER COMERCIO DE ALIMENTOS LTDA;AV SANTA CATARINA, 01 SALA COMERCIAL F14;88339-005;DOS ESTADOS;Balneário Camboriú;Santa Catarina;;
2011;2011/05;11.377.588/0004-66;ADISER COMERCIO DE ALIMENTOS LTDA;R BOCAIUVA 2468 LJ 129;88015-902;CENTRO;Florianópolis;Santa Catarina;;
2010;2010/06;11.377.588/0002-02;ADISER COMERCIO DE ALIMENTOS LTDA;RUA SETE DE SETEMBRO 1213 LOJA 38;89010-202;CENTRO;Blumenau;Santa Catarina;;
2009;2009/09;84.691.252/0001-02;ADIVAL SCHRAMM EPP;RUA DONA FRANCISCA,11869;89239-270;PIRABEIRABA;Joinville;Santa Catarina;;
2008;2008/10;84.691.252/0001-02;ADIVAL SCHRAMM EPP;RUA DONA FRANCISCA,11869;89239-270;PIRABEIRABA;Joinville;Santa Catarina;;
2010;2010/04;84.691.252/0001-02;ADIVAL SCHRAMM EPP;RUA DONA FRANCISCA,11869;89239-270;PIRABEIRABA;Joinville;Santa Catarina;;
2011;2011/02;84.691.252/0001-02;ADIVAL SCHRAMM EPP;RUA DONA FRANCISCA,11869;89239-270;PIRABEIRABA;Joinville;Santa Catarina;;
2011;2011/02;84.691.252/0001-02;ADIVAL SCHRAMM SERRARIA,BENEF.,COM.MADEIRAS LTDA. EPP;RUA DONA FRANCISCA,11869;89239-270;PIRABEIRABA;Joinville;Santa Catarina;;
2010;2010/11;02.569.996/0001-86;ADIVANCE SIST INTEGR DE SEGURANCA LTDA;OBRA BAIRRO NOVO;89000-000;GARCIA;Blumenau;Santa Catarina;;
2008;2008/06;20.092.16533/64;ADJALMO ESMÉRIO DA SILVA;AVENIDA LUIZ DE CAMÕES 721;88523-000;CORAL;Lages;Santa Catarina;;
2011;2011/12;11.575.785/0001-47;ADJANIO NANDI MENEGALLI ME;RUA DORVALINO DEMO, 15;88717-000;CENTRO;Sangão;Santa Catarina;;
2011;2011/12;95.799.201/0001-07;ADLIN PLASTICOS LTDA;RUA GOIAS,176;89252-310;VILA LENZI;Jaraguá do Sul;Santa Catarina;;
2012;2012/01;95.799.201/0002-98;ADLIN PLASTICOS LTDA. - FILIAL I;RUA LOURENCO KANZLER,865_ - SL 01;89252-240;VILA LENZI;Jaraguá do Sul;Santa Catarina;;
2011;2011/01;04.744.781/0082-45;ADM COMERCIO DE ROUPAS LTDA;AV MARCOLINO MARTINS CABRAL, 2525;88705-003;AEROPORTO;Tubarão;Santa Catarina;;
2009;2009/03;Sem Informação;ADM CONSTRUCOES;EM FRENTE AO COLEGIO BOM JESUS;SI;CENTRO;Florianópolis;Santa Catarina;;
2011;2011/10;05.247.421/0001-35;ADM DISTRIBUICAO E LOGISTICA LTDA;LADERCIO SATURNINO PORTO, 54, GALPAO 1C;88104-730;FAZENDA SANTO ANTONI;São José;Santa Catarina;;
2010;2010/09;02.003.402/0046-77;ADM DO BRASIL LTDA;AV SANTA TEREZINHA,2049;89600-000;MENINO DEUS;Joaçaba;Santa Catarina;;
2008;2008/12;02.003.402/0046-77;ADM DO BRASIL LTDA;AV. SANTA TEREZINHA, 2049;89600-000;MENINO DEUS;Joaçaba;Santa Catarina;;
2009;2009/07;10.192.823/0001-10;ADM EMPREITEIRA DE MAO-DE-OBRA LTDA - ME;RUA PORTO UNIãO, 118 -0 ED ILHA DO PORTO;89200-000;ANITA GARIBALDI;Joinville;Santa Catarina;;
2009;2009/05;10.192.823/0001-10;ADM EMPREITEIRA DE MAO-DE-OBRA LTDA - ME;TRAV. PROFA LAURA DE ANDRADE, 104 - ED AVANT GARD;89200-000;CENTRO;Joinville;Santa Catarina;;
2010;2010/09;02.017.264/0026-31;ADM EXPORTADORA E IMPORTADORA S A;AV SANTA TEREZINHA,2049;89600-000;MENINO DEUS;Joaçaba;Santa Catarina;;
2012;2012/01;83.131.268/0001-90;ADMINISTRACAO DO PORTO  DE SAO FRANCISCO DO SUL;AV LEITE RIBEIRO , 472;89240-000;ANEXO AO PSFS;São Francisco do Sul;Santa Catarina;;
2009;2009/08;83.131.268/0001-90;ADMINISTRACAO DO PORTO DE S. FRANCISCO DO SUL;AV LEITE RIBEIRO ,746;89240-000;AREA PORTUáRIA;São Francisco do Sul;Santa Catarina;;
2010;2010/01;83.131.268/0001-90;ADMINISTRACAO DO PORTO DE SAO FRANCISCO DO SUL;AV LEITE RIBEIRO 662;89240-000;PORTO DE SFS;São Francisco do Sul;Santa Catarina;;
2008;2008/09;83.131.268/0001-90;ADMINISTRACAO DO PORTO DE SAO FRANCISCO DO SUL;R ENG LEITE RIBEIRO ,SN;89240-000;PORTO;São Francisco do Sul;Santa Catarina;;
2010;2010/06;83.131.268/0001-90;ADMINISTRAçãO DO PORTO DE SãO FRANCISCO DO SUL;AV. ENGº LEITE RIBEIRO, S/Nº;89240-970;CENTRO;São Francisco do Sul;Santa Catarina;;
2009;2009/04;83.131.268/0001-90;ADMINISTRACAO DO PORTO DE SAO_FRANCISCO DO SUL;R.ENGENHEIRO LEITE RIBEIRO , 116;89240-000;ANEXO AO PORTOSFS;São Francisco do Sul;Santa Catarina;;
2012;2012/02;83.131.268/0001-90;ADMINISTRACAO PORTO SAO FRANCISCO DO SUL;RUA ENG. LEITE RIBEIRO,782;89240-000;CENTRO;São Francisco do Sul;Santa Catarina;;
2008;2008/08;83.714.238/0001-06;ADMINISTRADORA DE BENS LUFACO LTDA;RODOVIA SC 401 KM 03;88030-900;SACO GRANDE;Florianópolis;Santa Catarina;;
2011;2011/09;07.474.629/0001-12;ADMINISTRADORA DE BENS SMJ LTDA.;RUA 412-A-ESQUINA COM RUAS 428/426;88340-000;MORRETES;Camboriú;Santa Catarina;;
2009;2009/03;06.060.959/0001-07;ADMINISTRADORA DE BINGOS CATARINENSE LTD;RUA TIJUCAS,55;88301-360;CENTRO;Itajaí;Santa Catarina;;
2009;2009/08;95.791.117/0001-47;ADMIR FIAMONCINI ME;RUA PADRE JOSÉ KIELCZEWSKI, 599;89340-000;CENTRO;Itaiópolis;Santa Catarina;;
2009;2009/06;83.131.268/0001-90;ADMNISTRACAO DO PORTO DE SAO FRANCISCO DO SUL;AV LEITE RIBEIRO , 996;89240-000;ANEXO AO PORTO;São Francisco do Sul;Santa Catarina;;
2008;2008/06;83.668.152/0001-94;ADMOL COM. DE PEÇAS E ACESS. PARA VEICULOS LTDA;RUA HENRIQUE LAGE, 905;88813-530;CENTRO;Criciúma;Santa Catarina;;
2010;2010/06;09.555.168/0001-38;ADNA HONORATO DOS SANTOS ME;RUA CANDEIAS,225 - CONJUNTO02;89212-406;FLORESTA;Joinville;Santa Catarina;;
2010;2010/04;01.154.345/0001-62;ADOBE ENGENHARIA LTDA.;RUA BRIGADA LOPES,140 SALA 01;89216-680;GLORIA;Joinville;Santa Catarina;;
2010;2010/11;Sem Informação;ADOLAR BATTISTI;RUA CATELO BRANCO;89900-000;CENTRO;São Miguel do Oeste;Santa Catarina;;
2009;2009/05;83.616.516/0001-92;ADOLAR KASULKE;RUA PEDRO ZIMMERMANN;89065-000;ITOUPAVA ALTA;Blumenau;Santa Catarina;;
2011;2011/11;09.590.116/0001-00;ADOLAR MACHADO CONFECCOES ME;RUA LEOPOLDO MAHNKE, 92;89251-510;CENTRO;Jaraguá do Sul;Santa Catarina;;
2008;2008/06;03.823.964/0001-28;ADOLAR MELO;RUA RUA VITOR MEIRELES,105 - 1. PISO;88101-170;CAMPINAS;São José;Santa Catarina;;
2008;2008/06;03.823.964/0001-28;ADOLAR MELO;RUA RUA VITOR MEIRELES,105 - 1º PISO;88101-170;CAMPINAS;São José;Santa Catarina;;
2009;2009/04;85.346.377/0001-50;ADOLAR PICCOLI E CIA LTDA;RUA OTTO BENACK,257;89222-550;BOM RETIRO;Joinville;Santa Catarina;;
2009;2009/10;85.346.377/0001-50;ADOLAR PICCOLI E CIA LTDA;RUA OTTO BENACK,257;89222-550;BOM RETIRO;Joinville;Santa Catarina;;
2010;2010/04;85.346.377/0001-50;ADOLAR PICCOLI E CIA LTDA;RUA OTTO BENACK,257;89222-550;BOM RETIRO;Joinville;Santa Catarina;;
2010;2010/09;85.195.071/0001-40;ADOLFO M S CONSULTORIA EMPRESARIAL SOCIEDADE CIVIL;AV CENTENARIO, 1755;88809-000;SANTO ANTONIO;Criciúma;Santa Catarina;;
2010;2010/09;04.643.486/0001-37;ADOLFO MANOEL DA SILVA ADVOGADOS ASSOCIADOS;AV CENTENARIO, 1755;88809-000;SANTO ANTONIO;Criciúma;Santa Catarina;;
2010;2010/12;Sem Informação;ADONES DORIGON;LOCALIDADE SALTINHO, S/N;88450-000;ZONA RURAL;Alfredo Wagner;Santa Catarina;;
2011;2011/03;08.414.307/0001-40;ADONIR MENDES ME;RUA HERIBERTO HULSE,190;88110-010;BARREIROS;São José;Santa Catarina;;
2009;2009/02;02.309.654/0001-27;ADONIS SALVIO DIAS;RUA LAURINDO M. DA SILVA, 65;88090-000;CAPOEIRAS;Florianópolis;Santa Catarina;;
2008;2008/09;09.395.338/0001-64;ADORABLE ATELIER LTDA.;AV. LUIZ DE CAMÕES, 336 SALA 01;88523-000;CORAL;Lages;Santa Catarina;;
2010;2010/06;10.803.656/0001-04;ADORLI JOSE BORGES - ME;OBRA: RUA ESPLANADA SN;88132-180;PAGANI;Palhoça;Santa Catarina;;
2009;2009/09;10.803.656/0001-04;ADORLI JOSE BORGES ME;RUA ARISTIDES ERNESTO DA SILVA, SN;88100-000;FAZ. STO ANTONIO;São José;Santa Catarina;;
2009;2009/09;10.803.656/0001-04;ADORLI JOSÉ BORGES ME;RUA ARISTIDES ERNESTO DA SILVA, SN;88100-000;FAZ. STO ANTONIO;São José;Santa Catarina;;
2010;2010/07;04.371.244/0001-31;ADOS RESTAURANTE LTDA ME;ROD BR 101, KM 139 Nº 2000;88336-200;NOVA ESPERANCA;Balneário Camboriú;Santa Catarina;;
2011;2011/04;02.591.957/0001-85;ADPLAST INDUSTRIAL LTDA EPP;RUA ALBINA KOGUS PIAZERA,441;89260-255;BARRA RIO CERRO;Jaraguá do Sul;Santa Catarina;;
2010;2010/10;02.591.957/0001-85;ADPLAST INDUSTRIAL LTDA EPP;RUA ALBINA KOGUS PIAZERA,441;89260-255;BARRA RIO CERRO;Jaraguá do Sul;Santa Catarina;;
2010;2010/10;02.591.957/0001-85;ADPLAST INDUSTRIAL LTDA EPP;RUA ALBINA KOGUS PIAZERA,441;89260-255;BARRA RIO CERRO;Jaraguá do Sul;Santa Catarina;;
2012;2012/04;02.591.957/0001-85;ADPLAST INDUSTRIAL LTDA ME;RUA ALBINA KOGUS PIAZERA,441;89260-255;BARRA RIO CERRO;Jaraguá do Sul;Santa Catarina;;
2011;2011/08;06.008.375/0001-84;ADR CONFECCOES LTDA ME;CANDELARIA,163;89065-660;SALTO DO NORTE;Blumenau;Santa Catarina;;
2011;2011/09;03.776.420/0001-52;ADRI FRUTAS E VERDURAS LTDA ME;ROD BR 101 KM 205;88117-901;ROCADO;São José;Santa Catarina;;
2011;2011/02;08.642.683/0001-92;ADRIACI BREDDA DE CAMARGO EPP;AV  MADRE BENVENUTA, 687, LOJA 209 A 211;88035-000;STA MONICA;Florianópolis;Santa Catarina;;
2008;2008/12;08.930.426/0001-56;ADRIANA APARECIDA BETTEGA - ME;RUA JOAQUIM CANTO, 52;89229-110;FáTIMA;Joinville;Santa Catarina;;
2008;2008/12;09.167.381/0001-72;ADRIANA APARECIDA SARMENTO - ME;RUA UVAIEIRA, 156;88500-000;HABITACÃO;Lages;Santa Catarina;;
2011;2011/03;01.677.119/0001-66;ADRIANA BELMIRO ANASTACIO DOMICIANO - ME;ATAUFO ALVES,191;89228-260;BOA VISTA;Joinville;Santa Catarina;;
2011;2011/12;06.133.990/0001-12;ADRIANA CANDIDO CIA LTDA ME;RUA DONA CECILIA,11;89985-000;CENTRO;Palma Sola;Santa Catarina;;
2009;2009/11;08.777.099/0001-44;ADRIANA CASSERES DA SILVA ME;RUA SAGRADO CORACAO DE JESUS, 1210;88066-010;MORRO DAS PEDRAS;Florianópolis;Santa Catarina;;
2009;2009/11;04.603.140/0001-05;ADRIANA COLLE EPP;SAO DONATO,54;88820-000;CENTRO;Içara;Santa Catarina;;
2011;2011/04;04.020.705/0001-21;ADRIANA CORREA ROSA & IRMAO LTDA EPP;RUA CEL PEDRO DEMORO,2025, LJ 108;88075-301;ESTREITO;Florianópolis;Santa Catarina;;
2009;2009/05;08.922.660/0001-31;ADRIANA CRISTINA CARVALHO MACIEL ME;RUA ESTEVES JUNIOR 567;88015-130;CENTRO;Florianópolis;Santa Catarina;;
2009;2009/11;08.922.660/0001-31;ADRIANA CRISTINA CARVALHO MACIEL ME;RUA ESTEVES JUNIOR 567;88015-130;CENTRO;Florianópolis;Santa Catarina;;
2008;2008/09;07.526.986/0001-87;ADRIANA DA SILVA HONORATO ME;RUA JOSE FERREIRA, 106;88701-000;CENTRO;Tubarão;Santa Catarina;;
2012;2012/02;02.554.526/0001-49;ADRIANA DOS SANTOS HOLTZ ME;RUA SAO LUIZ,400;88210-000;CENTRO;Porto Belo;Santa Catarina;;
2012;2012/05;10.985.425/0001-50;ADRIANA ELZA SERAFIM TEIXEIRA ME;RODOVIA BR 101,KM 371, 538;88820-000;ESPLANADA;Içara;Santa Catarina;;
2008;2008/07;86.738.945/0001-20;ADRIANA FARIA DA COSTA;RUA ANTONIO CARLOS ZIMERMANN,533;88540-000;VILA FATIMA;Otacílio Costa;Santa Catarina;;
2008;2008/12;86.738.945/0001-20;ADRIANA FARIA DA COSTA;RUA ANTONIO CARLOS ZIMERMANN,533;88540-000;VILA FATIMA;Otacílio Costa;Santa Catarina;;
2011;2011/11;09.722.716/0001-77;ADRIANA GARCIA ME;RUA RIO AMAZONAS 968;88340-000;RIO PEQUENO;Camboriú;Santa Catarina;;
2010;2010/03;10.737.573/0001-56;ADRIANA HEIDERSCHEID SMANIOTO;SC 401 - KM 10 - CESUSC;88050-001;STO ANTONIO LISBOA;Florianópolis;Santa Catarina;;
2009;2009/06;95.862.645/0003-01;ADRIANA HELENA DE MATTOS DA SILVEIRA EPP;ROD SC 403, 5471;88058-000;INGLESES;Florianópolis;Santa Catarina;;
2010;2010/10;95.862.645/0003-01;ADRIANA HELENA DE MATTOS DA SILVEIRA EPP;ROD SC 403, 5471;88058-000;INGLESES;Florianópolis;Santa Catarina;;
2008;2008/08;95.862.645/0004-92;ADRIANA HELENA DE MATTOS SILVEIRA;RODOVIA JOAO GUALBERTO 18000;88060-000;_BARRA DA LAGOA;Florianópolis;Santa Catarina;;
2009;2009/06;95.862.645/0004-92;ADRIANA HELENA DE MATTOS SILVEIRA EPP;ROD. JOãO GUALBERTO SOARES, 1800;88058-000;RIO VEWRMELHO;Florianópolis;Santa Catarina;;
2009;2009/06;95.862.645/0001-40;ADRIANA HELENA DE MATTOS SILVEIRA EPP;RODOVIA JOAO GUALBERTO SOARES,8047;88060-000;RIO VERMELHO;Florianópolis;Santa Catarina;;
2009;2009/02;03.328.779/0001-67;ADRIANA HENRIQUE DE ANDRADE ME;RUA DOM JOAO BECKER,402;88058-600;INGLESES;Florianópolis;Santa Catarina;;
2012;2012/02;07.856.146/0001-82;ADRIANA JAQUELINE TONON ME;RUA MARCELINO ANDRE 141;88790-000;BARRANCEIRA;Laguna;Santa Catarina;;
2008;2008/12;02.446.033/0001-95;ADRIANA MARA FLORES ME;RUA NOVA VENEZA 419;88133-050;LOTEAMENTO AQUARIUS;Palhoça;Santa Catarina;;
2011;2011/11;Sem Informação;ADRIANA MATOS SANTOS FUKUSHIMA;LOCALIDADE CHAPADA SECA;88600-000;INTERIOR;São Joaquim;Santa Catarina;;
2010;2010/05;51.133.13844/86;ADRIANA MEICHIORETTO SCHAPPO;ESTRADA GERAL;88862-000;FORQUILHA;Luiz Alves;Santa Catarina;;
2010;2010/01;50.023.83578/09;ADRIANA MELLO BAROTTO;RUA DESEMBARGADOR VITOR LIMA 260 S. 309;88040-400;CARVOEIRA;Florianópolis;Santa Catarina;;
2009;2009/10;73.977.399/0001-39;ADRIANA MIRANDA QUIOSQUE LTDA;RUA PROC ABELARDO GOMES;88010-240;Sem Informação;Florianópolis;Santa Catarina;;
2009;2009/05;73.977.399/0001-39;ADRIANA MIRANDA QUIOSQUE ME;RUA PROCURADOR ABELARDO GOMES SN;88010-240;CENTRO;Florianópolis;Santa Catarina;;
2010;2010/05;73.339.509/0001-37;ADRIANA MULLER DE SOUZA MODAS EPP;RUA 15 DE NOVEMBRO,1398;89010-002;CENTRO;Blumenau;Santa Catarina;;
2008;2008/07;02.789.644/0001-36;ADRIANA REGINA GIL LUCAS ME;RUA LEONEL PEREIRA 1416;88056-300;CACHOEIRA BOM J;Florianópolis;Santa Catarina;;
2010;2010/01;02.789.644/0001-36;ADRIANA REGINA GIL LUCAS ME;RUA LEONEL PEREIRA 1416;88056-500;CACHOEIRA BOM J;Florianópolis;Santa Catarina;;
2009;2009/09;05.425.069/0001-80;ADRIANA SILVA DOS REIS ME;AV MAURO RAMOS 132;88020-300;CENTRO;Florianópolis;Santa Catarina;;
2009;2009/02;51.201.79524/68;ADRIANA TOZZO;RUA LUDOVICO TOZZO,  ESQ. C. CERUTTI;89819-000;LOT. LUD. TOZZO;Cordilheira Alta;Santa Catarina;;
2008;2008/09;09.474.886/0001-80;ADRIANA VITTI - ME;RUA DR JOAO COLIN, 762 - DEPENDENCIAS GIASSI SUPER;89204-000;AMERICA;Joinville;Santa Catarina;;
2011;2011/01;11.769.276/0001-55;ADRIANO ALVARO DA ROSA ME;RUA ARTUR NARING, 243;89000-000;ASILO;Blumenau;Santa Catarina;;
2009;2009/07;97.425.904/0001-09;ADRIANO ALVES PONTES - EPP - ME;RUA BARAO DO RIO BRANCO,514;89460-000;CENTRO;Canoinhas;Santa Catarina;;
2009;2009/07;09.322.453/0001-09;ADRIANO BARBOSA DE OLIVEIRA;SEBASTIANA COUTINHO,1276;88113-200;AREIAS;São José;Santa Catarina;;
2011;2011/12;09.322.453/0001-09;ADRIANO BARBOSA DE OLIVEIRA ME;RUA TEREZO BIACHINI, SN;88102-400;PRAIA COMPRIDA;São José;Santa Catarina;;
2011;2011/10;50.020.25786/80;ADRIANO CARLOS PIASESKI;LINHA VOLTÃO SN;89820-000;ZONA RURAL;Xanxerê;Santa Catarina;;
2011;2011/10;50.020.25786/80;ADRIANO CARLOS PIASSESKI;LINHA VOLTãO;89820-000;ZONA RURAL;Xanxerê;Santa Catarina;;
2011;2011/01;50.020.25786/80;ADRIANO CARLOS PIASSESKI;LINHA VOLTÃO, SNR;89820-000;INTERIOR;Xanxerê;Santa Catarina;;
2010;2010/08;11.243.487/0001-50;ADRIANO CORDEIRO PANIFICADORA ME;ALVARO MEDEIROS SANTIAGO, 774;SI;Sem Informação;São José;Santa Catarina;;
2010;2010/10;20.163.00476/84;ADRIANO COSTA;RUA MAJOR JACINTO GOULART, 129;88600-000;Sem Informação;São Joaquim;Santa Catarina;;
2010;2010/11;03.878.138/0002-67;ADRIANO DA SILVA ALANO EPP;ROD. BR-101, KM 434, 4000, SL.31;88960-000;GUARITA;Sombrio;Santa Catarina;;
2010;2010/03;02.360.966/0001-65;ADRIANO DA SILVA MAFIOLETI ME;TRAV HENRIQUE LODETTI, 34;88801-025;CENTRO;Criciúma;Santa Catarina;;
2012;2012/02;Sem Informação;ADRIANO DALE LASTE - CEI 50.025.072.908-1;LINHA RIO BONITO;89550-000;INTERIOR;Rio das Antas;Santa Catarina;;
2011;2011/12;Sem Informação;ADRIANO DALE LASTE - CEI 50.139.50.608-9;LINHA PERDIZINHO;89515-000;INTERIOR;Lebon Régis;Santa Catarina;;
2012;2012/02;Sem Informação;ADRIANO DALE LASTE - CEI 51.209.662.318-0;LINHA PAIOL VELHO;89500-000;FAZENDA CACHOEIRA;Caçador;Santa Catarina;;
2011;2011/12;Sem Informação;ADRIANO DALE LASTE - CEI 51.210.243.588-5;RODOVIA SC 451 KM 12;89500-000;INTERIOR;Caçador;Santa Catarina;;
2008;2008/07;05.604.634/0001-77;ADRIANO FILHO TRANSP LOC EQUIP LTDA EPP;RUA MIN. CALOGERAS, 1639 - OBRA ANGELONI;89200-000;ANITA GARIBALDI;Joinville;Santa Catarina;;
2011;2011/03;09.096.873/0001-14;ADRIANO LUCIO PEREIRA & CIA LTDA;ESTRADA GERAL DA FERRUGEM S/NR;88495-000;FERRUGEM;Garopaba;Santa Catarina;;
2008;2008/10;51.200.38405/69;ADRIANO LUIS PEREIRA;RUA GUSTAVO HALPAP, S/N (OBRA);88350-000;CENTRO;Brusque;Santa Catarina;;
2008;2008/07;51.200.38405/69;ADRIANO LUIS PEREIRA;RUA GUSTAVO HALPAP, S/N (OBRA);88350-000;CENTRO;Brusque;Santa Catarina;;
2011;2011/03;12.991.705/0001-05;ADRIANO MACHADO;R. CAJUEIRO, 2746;88215-000;CANTO GRANDE;Bombinhas;Santa Catarina;;
2010;2010/09;83.206.383/0001-86;ADRIANO MACHADO E CIA LTDA ME;LOCALIDADE DE BONETES 1;89460-000;BONETES;Canoinhas;Santa Catarina;;
2011;2011/06;Sem Informação;ADRIANO NILTON DE SÁ;R. NELSON FLORIANO CAMPOS, 112, FUNDOS;88130-000;PACHECOS;Palhoça;Santa Catarina;;
